UNQE_FIRE_,Calculated.Acres,size_class,latest_out,duration_hrs,Fire.Mgmt.Complexity,fire_mgmt_n,Incident.Type.Category,AcresTribal,Calendar.Year,GIS_ACRES,FIRE_YEAR_,is_ifph,is_inform
2025-ORDEF-001032,0.1,Class A,2025-09-10T20:50:00Z,44.30305555555555,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-001038,0.1,Class A,2025-09-10T20:33:00Z,43.40222222222222,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250416,0.1,Class A,2025-09-14T22:50:00Z,119.71666666666668,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250634,0.25,Class A,2025-09-16T18:58:00Z,141.57111111111112,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001186,0.3,Class B,2025-09-18T21:57:00Z,194.86666666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250413,0.5,Class B,2025-09-16T23:44:00Z,146.11666666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250409,0.25,Class A,2025-09-18T17:22:00Z,213.25833333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR952S-025262,0.1,Class A,2025-09-19T22:37:00Z,215.09777777777776,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-001063,0.1,Class A,2025-09-17T21:53:00Z,164.9525,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001190,0.36,Class B,2025-09-27T20:57:00Z,407.4,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR972S-250282,0.1,Class A,2025-09-16T22:00:00Z,140.4813888888889,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000547,0.1,Class A,2025-09-23T20:20:00Z,292.1166666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-025270,0.1,Class A,2025-09-12T20:30:00Z,26.699166666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000541,0.1,Class A,2025-09-15T20:00:00Z,101.25083333333332,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000550,0.1,Class A,2025-09-12T23:10:00Z,28.816666666666663,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025269,0.1,Class A,2025-09-12T19:57:00Z,26.82888888888889,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR953S-001064,0.1,Class A,2025-09-13T22:50:00Z,49.81527777777778,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-001065,0.1,Class A,2025-09-21T20:46:00Z,238.68833333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000552,0.1,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000558,0.1,Class A,2025-09-14T00:39:00Z,49.516666666666666,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR954S-001199,0.24,Class A,2025-09-16T22:56:00Z,121.32944444444443,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-000562,0.1,Class A,2025-09-12T23:16:00Z,20.69388888888889,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-000561,0.25,Class A,2025-09-14T21:01:00Z,68.26666666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250284,6.39,Class B,2025-10-01T15:30:00Z,467.7,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250426,0.1,Class A,2025-09-13T16:28:00Z,44.25361111111111,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001160,0.1,Class A,2025-09-12T22:49:00Z,101.93972222222222,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR972S-000569,0.1,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-025274,0.1,Class A,2025-09-12T18:35:00Z,21.95,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025271,0.1,Class A,2025-09-13T20:21:00Z,50.388888888888886,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR956S-025273,0.1,Class A,2025-09-13T18:38:00Z,47.53333333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025267,0.1,Class A,2025-09-13T22:44:00Z,54.18333333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025263,0.1,Class A,2025-09-18T21:30:00Z,189.4752777777778,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025255,0.1,Class A,2025-09-18T21:31:00Z,237.8502777777778,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR956S-025244,0.1,Class A,2025-09-03T23:42:00Z,1.3808333333333334,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000574,0.1,Class A,2025-09-15T20:16:00Z,53.64611111111111,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-000576,0.1,Class A,2025-09-15T19:36:00Z,49.64083333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR953S-001069,0.25,Class A,2025-09-15T18:25:00Z,45.157222222222224,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR973S-000575,0.1,Class A,2025-09-20T20:16:00Z,172.9,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250412,0.1,Class A,2025-09-16T20:47:00Z,167.88722222222222,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000578,0.1,Class A,2025-09-15T15:55:00Z,38.583333333333336,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-001070,0.7,Class B,2025-09-23T21:28:00Z,235.90333333333336,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR972S-000581,0.1,Class A,2025-09-19T19:04:00Z,125.2311111111111,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR954S-001210,0.5,Class B,2025-09-17T20:05:00Z,96.05055555555556,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-001075,0.1,Class A,2025-09-14T21:14:00Z,2.1,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-001074,0.1,Class A,2025-09-16T18:15:00Z,48.53666666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002692,0.1,Class A,2025-09-15T20:19:00Z,23.666666666666668,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000582,0.1,Class A,2025-09-17T19:30:00Z,68,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-001078,0.1,Class A,2025-09-15T19:04:00Z,2.8072222222222223,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250640,0.1,Class A,2025-09-21T19:36:00Z,144.53333333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-000583,0.1,Class A,2025-09-17T17:00:00Z,61.88333333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025281,0.1,Class A,2025-09-16T22:15:00Z,26.676944444444445,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250641,1.12,Class B,2025-09-24T18:47:00Z,214.3,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-001072,0.1,Class A,2025-09-15T20:24:00Z,29.584722222222226,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250424,0.1,Class A,2025-09-22T21:12:00Z,170.95166666666665,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250642,0.12,Class A,2025-09-21T20:19:00Z,140.44444444444446,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR582S-000027,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000423,0.1,Class A,2025-09-25T18:10:00Z,215.6266666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250646,2.8,Class B,2025-09-24T22:35:00Z,181.04166666666663,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250648,0.25,Class A,2025-09-24T18:02:00Z,166.28694444444446,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000156,0.01,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250651,0.1,Class A,2025-09-23T18:38:00Z,136.1761111111111,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250650,0.1,Class A,2025-09-23T21:30:00Z,139.86666666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250652,0.1,Class A,2025-09-23T18:38:00Z,134.8177777777778,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCGF-001242,0.18,Class A,2025-09-26T19:00:00Z,211.05,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-001083,0.1,Class A,2025-09-19T21:04:00Z,27.30388888888889,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250653,0.1,Class A,2025-09-23T21:39:00Z,123.48638888888888,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000590,0.1,Class A,2025-09-21T21:36:00Z,92.68333333333334,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001252,0.1,Class A,2025-09-23T21:08:00Z,120.52583333333334,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000591,0.1,Class A,2025-09-20T21:00:00Z,26.933333333333337,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250655,0.1,Class A,2025-09-23T19:44:00Z,93.69222222222224,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR953S-001085,0.25,Class A,2025-09-20T00:31:00Z,1.3736111111111111,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250656,0.12,Class A,2025-09-24T20:30:00Z,117.77972222222222,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWSA-000134,0.4,Class B,2025-09-24T18:29:00Z,109.4,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250440,0.1,Class A,2025-09-22T22:55:00Z,54.30305555555555,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-001086,0.25,Class A,2025-09-21T17:51:00Z,21.283333333333335,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000593,0.1,Class A,2025-09-22T22:19:00Z,48.79944444444445,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250664,0.1,Class A,2025-09-25T18:27:00Z,94.44722222222222,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000084,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250665,0.1,Class A,2025-09-23T21:42:00Z,48.9875,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001270,0.1,Class A,2025-09-21T22:04:00Z,0.36722222222222223,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000117,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-001088,0.1,Class A,2025-09-24T18:16:00Z,69.44527777777778,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWSA-000135,0.1,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR771S-000068,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250668,0.1,Class A,2025-09-22T19:57:00Z,0.25916666666666666,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000163,0.01,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250445,0.1,Class A,2025-09-24T23:31:00Z,30.64472222222222,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250669,0.1,Class A,2025-09-25T20:05:00Z,49.65361111111111,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000165,0.23,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000166,0.02,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000167,0.01,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR581S-000070,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000597,0.1,Class A,2025-09-24T00:08:00Z,4.5625,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000428,0.1,Class A,2025-09-25T17:40:00Z,47.166666666666664,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-001098,0.12,Class A,2025-09-26T22:31:00Z,49.03333333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000421,0.1,Class A,2025-09-16T17:46:00Z,19.38,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250672,0.17,Class A,2025-10-07T17:59:00Z,279,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-001099,0.21,Class A,2025-09-30T19:20:00Z,100.69111111111113,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250673,0.1,Class A,2025-10-08T17:30:00Z,288.75,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR582S-000006,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250455,0.1,Class A,2025-10-02T21:00:00Z,144.55555555555554,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-001100,0.1,Class A,2025-09-28T18:00:00Z,43.36666666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-039226,0.1,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250675,1.62,Class B,2025-10-05T20:59:00Z,189.07777777777775,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR973S-000602,0.1,Class A,2025-10-02T18:20:00Z,114.65,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001297,0.1,Class A,2025-09-28T19:45:00Z,20.068055555555556,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250676,0.1,Class A,2025-09-30T20:50:00Z,66.18583333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000056,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000128,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000132,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000138,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000603,0.1,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001304,0.1,Class A,2025-09-28T23:05:00Z,0.5975,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001303,0.1,Class A,2025-09-28T22:03:00Z,0.19833333333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCLP-250678,0.57,Class B,2025-10-07T20:35:00Z,214.22555555555556,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250677,0.1,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR581S-000051,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR581S-000055,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR582S-000018,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001309,0.1,Class A,2025-09-29T21:16:00Z,2.4922222222222223,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAR-002698,0.1,Class A,2025-09-30T00:46:00Z,1.5202777777777778,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000573,0,Class A,2025-09-17T19:35:00Z,113.35,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR581S-000061,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-001113,0.1,Class A,2025-10-07T19:10:00Z,167.15194444444444,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-041426,0.76,Class B,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR581S-000073,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250681,0.1,Class A,2025-10-02T20:30:00Z,1.8286111111111112,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-001121,0.1,Class A,2025-10-03T22:31:00Z,7.688888888888889,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-016726,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000125,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000171,0.01,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000102,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-001127,0.1,Class A,2025-10-05T19:16:00Z,4.2,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001325,0.01,Class A,2025-10-06T17:28:00Z,18.7,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001328,0.1,Class A,2025-10-06T16:08:00Z,1.0186111111111111,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001331,0.1,Class A,2025-10-06T19:31:00Z,1.2847222222222223,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-031126,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-038426,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-048325,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001339,0.1,Class A,2025-10-09T17:40:00Z,45.096944444444446,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000172,0.23,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR581S-000081,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMA-000622,0.1,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025292,0.1,Class A,2025-10-10T17:59:00Z,210.54611111111112,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-000572,0.1,Class A,2025-09-15T21:30:00Z,70.41666666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR551S-000027,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250674,0.2,Class A,2025-10-10T18:47:00Z,316.15,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-000570,0.1,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCBD-731288,0.04,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-039026,0.79,Class B,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-042226,0.01,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002561,0.1,Class A,2025-07-13T23:06:00Z,223.1,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-033526,0.03,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250654,0.18,Class A,2025-09-24T21:11:00Z,140.06527777777777,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-001132,0.1,Class A,2025-10-11T19:06:00Z,90.42805555555556,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-041626,0.01,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250427,0,Class A,2025-08-07T22:00:00Z,167.51555555555555,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250222,0.25,Class A,2025-07-12T20:36:00Z,260.8475,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250313,55.93,Class C,2025-08-19T21:00:00Z,1005.5,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-037126,0.01,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250437,0.1,Class A,2025-10-12T16:26:00Z,432.76666666666665,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250685,0.5,Class B,2025-10-12T18:24:00Z,140.85416666666666,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-030126,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000126,0.06,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250219,0.15,Class A,2025-07-07T22:20:00Z,143.78166666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250229,0.28,Class B,2025-07-11T23:15:00Z,216.59194444444444,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-009226,0.58,Class B,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORSUF-250391,0.21,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250177,119.91,Class D,2025-08-08T15:10:00Z,258.4166666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025275,0.1,Class A,2025-09-15T20:22:00Z,95.45083333333334,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUKR-250610,0.01,Class A,2025-10-10T18:30:00Z,837.6727777777778,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001144,0.23,Class A,2025-09-18T19:15:00Z,268.95,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-025256,53.49,Class C,2025-10-07T18:15:00Z,688.4119444444444,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000247,0.1,Class A,2025-07-24T20:38:00Z,120.9,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000115,15.3,Class C,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250614,5.54,Class B,2025-10-06T16:20:00Z,720.5233333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-712345,0.03,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000328,1.42,Class B,2025-09-03T18:14:00Z,212.85472222222225,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250323,0.17,Class A,2025-07-18T21:00:00Z,116.05805555555555,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000186,0.13,Class A,2025-07-05T22:06:00Z,68.25,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250203,0.2,Class A,2025-07-10T20:48:00Z,233.71666666666667,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR723S-001626,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR733S-000141,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR733S-000216,0.01,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR731S-000249,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR731S-000258,0.75,Class B,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR733S-000330,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR732S-000293,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250684,0.1,Class A,2025-10-13T17:31:00Z,181.39,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR991S-250141,0.1,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250140,0.1,Class A,2025-08-14T23:05:00Z,1556.8319444444444,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250297,0.2,Class A,2025-07-18T23:43:00Z,262.4325,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250230,0.03,Class A,2025-07-13T23:47:00Z,265.05027777777775,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR733S-000023,0,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250353,0.02,Class A,2025-08-01T23:25:00Z,198.29861111111111,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR731S-000243,0.1,Class A,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCBD-731287,0.49,Class B,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR520S-521047,100.94,Class D,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250660,1.5,Class B,2025-09-28T19:54:00Z,182.7861111111111,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250339,1.27,Class B,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250666,0.33,Class B,2025-09-26T22:32:00Z,120.9661111111111,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250657,0.1,Class A,2025-09-23T21:22:00Z,68.46083333333333,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250659,0.1,Class A,2025-09-25T18:21:00Z,109.37833333333332,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250658,0.1,Class A,2025-09-23T20:01:00Z,64.37388888888889,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250578,0.1,Class A,2025-09-02T23:08:00Z,121.75888888888888,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR952S-025291,0.1,Class A,2025-10-02T19:23:00Z,66.20222222222222,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250687,0.1,Class A,2025-10-13T19:15:00Z,135,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250567,0.1,Class A,2025-09-02T21:58:00Z,140.6,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
