UNQE_FIRE_,Calculated.Acres,Containment.Date.Time,Control.Date.Time,Fire.Mgmt.Complexity,FireOutDateTime,Incident.Type.Category,AcresTribal,Calendar.Year,GIS_ACRES,FIRE_YEAR_,is_ifph,is_inform
2025-ORBUD-002572,8.49,2025-07-06,2025-07-08,NA,2025-07-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000024,0,NA,NA,NA,2025-07-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250282,0.1,2025-07-05,2025-07-06,NA,2025-07-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025114,0.25,2025-07-06,2025-07-06,NA,2025-07-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002576,0.1,2025-07-06,2025-07-06,NA,2025-07-23,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR972S-000208,0.1,NA,NA,NA,2025-07-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025116,0.1,2025-07-07,2025-07-07,NA,2025-07-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002577,0.1,2025-07-06,2025-07-06,NA,2025-07-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000145,0.17,2025-07-06,NA,NA,2025-07-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250289,0.1,2025-07-06,2025-07-06,NA,2025-07-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002578,0.77,2025-07-08,2025-07-14,NA,2025-07-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000147,0.1,2025-07-06,2025-07-06,NA,2025-07-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002579,39.27,2025-07-08,2025-07-10,NA,2025-07-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCGF-000552,6.77,2025-07-09,2025-08-03,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025124,0.25,2025-07-08,2025-07-08,NA,2025-07-23,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250122,4.25,2025-07-08,2025-07-08,NA,2025-07-12,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250298,2.61,2025-07-09,2025-07-09,NA,2025-07-15,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000153,0.1,2025-07-08,2025-07-11,NA,2025-07-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-003226,1.56,NA,NA,NA,2025-07-16,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-003426,0.09,NA,NA,NA,2025-07-12,WF,0,2025,NA,NA,FALSE,TRUE
2025-CAKNF-004954,2,2025-07-08,2025-07-10,NA,2025-07-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000152,6,2025-07-12,2025-07-12,NA,2025-07-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-000411,0.1,2025-07-04,2025-07-13,NA,2025-07-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000164,15.51,2025-07-14,2025-07-15,NA,2025-07-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000013,0,NA,NA,NA,2025-07-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000154,1,2025-07-10,2025-07-11,NA,2025-07-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR954S-000414,0.25,2025-06-26,2025-06-26,NA,2025-06-30,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-712047,68.52,NA,NA,NA,2025-07-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000192,0.1,2025-07-11,2025-07-11,NA,2025-07-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000185,6.11,2025-07-13,2025-07-13,NA,2025-07-27,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-000490,0.1,2025-07-09,2025-07-13,NA,2025-07-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000196,0.1,2025-07-10,2025-07-11,NA,2025-07-14,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000190,0.2,2025-07-09,2025-07-11,NA,2025-07-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR951S-000508,31.58,2025-07-11,2025-08-20,NA,2025-08-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-004526,0,NA,NA,NA,2025-07-14,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-004626,2.25,NA,NA,NA,2025-07-16,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-712049,148.78,NA,NA,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR531S-531001,0.01,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-712052,0.3,NA,NA,NA,2025-07-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000189,0.1,2025-07-03,2025-07-05,NA,2025-07-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-712053,6.83,NA,NA,NA,2025-07-23,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250315,48.42,2025-07-09,2025-07-10,NA,2025-07-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000217,0.1,2025-07-10,2025-07-10,NA,2025-07-14,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-005925,0.41,NA,NA,NA,2025-07-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-005726,0.01,NA,NA,NA,2025-07-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR531S-531002,0,NA,NA,NA,2025-07-16,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250131,764.53,2025-07-15,NA,NA,2025-08-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000199,3.02,NA,NA,NA,2025-06-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-006126,0.13,NA,NA,NA,2025-07-17,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000207,0.5,2025-07-15,2025-07-16,NA,2025-07-21,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250329,0.1,2025-07-15,2025-09-03,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250332,0.5,2025-07-15,2025-09-03,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250333,1.37,2025-07-15,2025-09-03,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250133,0.1,2025-07-14,2025-07-15,NA,2025-07-17,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250334,0.1,2025-09-03,2025-09-03,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250335,0.1,2025-09-03,2025-09-03,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250336,0.1,2025-09-03,2025-09-03,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR973S-000231,3472.43,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-006426,0.05,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-011026,12.75,NA,NA,NA,2025-07-14,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250135,850.29,2025-07-17,2025-07-22,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000638,0.1,2025-07-16,2025-07-16,NA,2025-07-16,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-012926,0,NA,NA,NA,2025-07-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000649,2.99,2025-07-21,2025-07-27,NA,2025-08-17,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000219,0.1,2025-07-18,2025-07-18,NA,2025-07-18,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-008026,0.44,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-008326,0,NA,NA,NA,2025-07-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250138,4957.79,2025-07-19,2025-07-20,NA,2025-08-12,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-009226,0.01,NA,NA,NA,2025-07-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR531S-531005,0,NA,NA,NA,2025-07-16,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250142,1648.9,2025-07-20,2025-07-20,NA,2025-08-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250146,1.63,2025-07-19,2025-07-19,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWSA-000080,381.19,2025-07-30,2025-07-30,NA,2025-08-27,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250148,2.84,2025-07-20,2025-07-20,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250347,1.38,2025-07-20,2025-07-20,NA,2025-07-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR531S-531008,0.83,NA,NA,NA,2025-07-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000681,0.1,2025-07-20,2025-07-20,NA,2025-07-21,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000686,0.1,2025-07-21,2025-07-21,NA,2025-07-21,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250150,2.94,2025-07-21,2025-07-21,NA,2025-08-12,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000010,0,NA,NA,NA,2025-07-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025140,0.1,2025-07-22,2025-07-22,NA,2025-08-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025143,9.42,2025-07-22,2025-07-22,NA,2025-07-22,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-000263,0.1,2025-07-23,NA,NA,2025-07-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-012226,0,NA,NA,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025142,0.1,2025-07-23,2025-07-23,NA,2025-08-14,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250155,40.09,2025-07-23,2025-07-23,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250156,9.45,2025-07-24,2025-08-10,NA,2025-08-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250157,0.08,2025-07-24,2025-07-24,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR772S-000024,24.52,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000218,0.02,NA,NA,NA,2025-07-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000219,0.4,NA,NA,NA,2025-07-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000220,0.01,NA,NA,NA,2025-07-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000221,0.04,NA,NA,NA,2025-07-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000222,0.01,NA,NA,NA,2025-07-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000223,0.01,NA,NA,NA,2025-07-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000225,0.01,NA,NA,NA,2025-07-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000224,0.01,NA,NA,NA,2025-07-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000598,0.1,NA,NA,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-012926,0,NA,NA,NA,2025-07-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-012026,0.02,NA,NA,NA,2025-07-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORSUF-250222,0.01,2025-07-25,2025-07-28,NA,2025-07-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250158,75.89,2025-07-26,2025-07-26,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000602,0.1,2025-07-26,2025-07-26,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250160,48.38,2025-07-27,2025-07-27,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250163,0.1,2025-07-27,2025-07-27,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR531S-531009,0,NA,NA,NA,2025-07-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250162,0.01,2025-07-27,2025-07-27,NA,2025-07-27,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000229,0.1,2025-07-27,2025-08-03,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250166,1.03,2025-07-28,2025-07-28,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR552S-000011,3.33,NA,NA,NA,2025-07-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250167,38.15,2025-08-09,2025-08-10,NA,2025-08-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250168,6.82,2025-07-28,2025-08-02,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250170,12973.4,2025-07-29,2025-07-29,NA,2025-08-12,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250169,55.39,2025-07-29,2025-07-29,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000614,0.1,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000279,0.1,2025-07-29,2025-07-29,NA,2025-07-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR952S-002591,0,2025-07-29,2025-08-03,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000283,0.1,2025-07-28,2025-07-28,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR972S-000284,0.1,2025-07-28,2025-07-29,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR972S-000286,0.1,NA,2025-07-29,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000615,0.1,2025-07-29,2025-07-29,NA,2025-07-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002599,0.1,NA,NA,NA,2025-07-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250176,0.1,2025-07-29,2025-07-29,NA,2025-08-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR721S-004826,0.01,NA,NA,NA,2025-08-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000290,0.53,2025-07-29,2025-07-31,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002604,0.6,2025-07-29,2025-07-30,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250377,1.26,2025-07-29,2025-08-05,NA,2025-08-18,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000643,0.1,2025-07-29,2025-07-31,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-000635,0.1,2025-07-29,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250178,0.2,2025-07-29,2025-07-29,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250381,0.1,2025-07-29,2025-07-29,NA,2025-08-17,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000649,0.1,2025-07-29,2025-07-31,NA,2025-07-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000300,0.25,2025-07-30,2025-07-31,NA,2025-08-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002612,3.62,2025-07-29,2025-07-31,NA,2025-07-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002607,0.1,2025-07-29,2025-07-30,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025155,0.1,2025-07-29,2025-07-29,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002616,0.1,2025-07-29,2025-07-30,NA,2025-07-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000303,0.75,2025-07-30,2025-07-31,NA,2025-08-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250382,0.46,2025-07-30,2025-07-30,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002618,0.1,2025-07-30,2025-07-30,NA,2025-07-30,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR971S-000306,1,2025-07-30,2025-07-30,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000654,0.1,2025-07-29,2025-08-05,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000655,0.1,2025-07-29,2025-07-31,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250383,0.1,2025-07-29,2025-07-30,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250182,31959.99,2025-08-05,2025-08-05,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250184,17.16,2025-07-30,2025-07-30,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002626,1.4,2025-08-01,2025-08-01,NA,2025-08-16,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002617,2.96,2025-07-31,2025-07-31,NA,2025-08-16,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002629,2.59,2025-08-01,2025-08-01,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250186,1124.54,2025-08-01,2025-08-02,NA,2025-08-12,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000666,1.52,2025-07-30,2025-08-01,NA,2025-08-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002606,1.5,2025-07-29,2025-07-31,NA,2025-07-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002623,0.2,2025-07-30,2025-07-31,NA,2025-08-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002627,0.25,2025-07-30,2025-07-30,NA,2025-08-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002631,0.1,2025-07-30,2025-08-09,NA,2025-08-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002634,0.1,2025-07-30,2025-07-31,NA,2025-08-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR952S-025175,0.1,2025-07-30,2025-07-30,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000237,0.1,2025-07-31,2025-08-03,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002615,0.25,2025-07-30,2025-07-30,NA,2025-08-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000235,0.1,2025-08-01,2025-08-01,NA,2025-08-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000236,0.1,2025-07-31,2025-08-01,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250394,0.1,2025-08-01,2025-08-01,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000673,0.28,2025-08-01,2025-08-02,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000674,0.85,2025-08-01,2025-08-02,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250393,0.1,2025-07-31,2025-08-01,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250401,0.1,2025-07-31,2025-08-01,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000667,26.54,2025-07-31,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000319,0.1,2025-07-31,2025-08-01,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000677,0.1,2025-07-31,2025-07-31,NA,2025-08-15,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250404,0.1,2025-07-31,2025-08-01,NA,2025-08-17,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250407,0.1,2025-07-31,2025-07-31,NA,2025-09-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000321,0.1,2025-07-31,2025-08-01,NA,2025-08-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002636,0.03,2025-07-31,2025-07-31,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMA-000316,0.5,NA,NA,NA,2025-08-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002638,0.13,2025-07-31,2025-08-01,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250423,3.02,2025-08-02,2025-08-19,NA,2025-09-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCLP-250424,0.1,2025-08-01,2025-08-02,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002637,0.1,2025-08-01,2025-08-01,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250192,11.89,2025-08-01,2025-08-01,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250191,261.15,2025-08-01,2025-08-01,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-712151,1.83,NA,NA,NA,2025-08-15,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250193,6,2025-08-01,2025-08-01,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250422,0.14,2025-07-31,2025-08-07,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000242,0.1,2025-08-02,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250432,0.1,2025-08-01,2025-08-01,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000243,0.1,2025-08-01,2025-08-03,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250439,0.1,2025-08-01,2025-08-01,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250194,57.06,2025-08-03,2025-08-03,NA,2025-09-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250434,0.1,2025-08-01,2025-08-01,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250428,0.1,2025-08-01,2025-08-02,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250431,0.1,2025-08-01,2025-08-01,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000246,0.1,2025-08-02,2025-08-03,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250444,0.42,2025-08-01,2025-08-07,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-018826,0.42,NA,NA,NA,2025-08-15,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000334,0.1,2025-08-01,2025-08-01,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000249,0.1,2025-08-01,2025-08-01,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000251,0.1,2025-08-03,2025-08-04,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250440,0.1,2025-08-01,2025-08-02,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCLP-250446,0.1,2025-08-01,2025-08-05,NA,2025-08-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCLP-250447,0.1,2025-08-03,2025-08-03,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000253,0.1,2025-08-02,2025-08-02,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025188,0.1,2025-08-02,2025-08-02,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000338,0.1,2025-08-02,2025-08-02,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000345,0.1,2025-08-02,2025-08-05,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000346,0.1,2025-08-02,2025-08-02,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000700,0.25,2025-08-02,2025-08-06,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000711,0.1,2025-08-02,2025-08-06,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000708,0.1,2025-08-02,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025189,0.1,2025-08-02,2025-08-02,NA,2025-08-21,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000701,0.5,2025-08-02,2025-08-06,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000709,0.1,2025-08-02,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250263,0.47,2025-08-03,2025-08-04,NA,2025-08-18,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCLP-250452,0.1,2025-08-03,2025-08-13,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250252,0.1,2025-08-02,2025-08-05,NA,2025-09-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-019526,0.01,NA,NA,NA,2025-08-15,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002642,5.35,2025-08-03,2025-08-03,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000257,0.1,2025-08-02,2025-08-04,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000256,0.1,2025-08-02,2025-08-03,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250458,0.1,2025-08-02,2025-08-08,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-000717,0.1,2025-08-03,2025-08-26,NA,2025-08-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000258,0.1,2025-08-02,2025-08-02,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000260,0.1,2025-08-02,2025-08-03,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002645,0.1,2025-08-02,2025-08-02,NA,2025-08-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000719,0.1,2025-08-02,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-000348,0.1,2025-08-02,2025-08-03,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
