UNQE_FIRE_,Calculated.Acres,Containment.Date.Time,Control.Date.Time,Fire.Mgmt.Complexity,FireOutDateTime,Incident.Type.Category,AcresTribal,Calendar.Year,GIS_ACRES,FIRE_YEAR_,is_ifph,is_inform
1995-ORUMA-000017,0.1,NA,1995-08-05,NA,1995-08-06,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000018,0.1,NA,1995-08-05,NA,1995-08-06,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000021,5,NA,1995-08-12,NA,1995-08-13,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000022,0.1,NA,1995-08-15,NA,1995-08-16,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000023,0.1,NA,1995-08-17,NA,1995-08-19,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000024,0.1,NA,1995-08-22,NA,1995-08-23,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000026,1.5,NA,1995-08-29,NA,1995-08-31,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000028,0.1,NA,1995-09-09,NA,1995-09-12,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000029,0.1,NA,1995-09-10,NA,1995-09-11,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000030,0.3,NA,1995-09-11,NA,1995-09-11,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000031,0.1,NA,1995-09-13,NA,1995-09-14,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000033,0.1,NA,1995-09-18,NA,1995-09-20,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000034,0.1,NA,1995-09-23,NA,1995-09-23,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORUMA-000036,0.3,NA,1995-10-07,NA,1995-10-08,WF,0,1995,NA,NA,FALSE,TRUE
1996-ORUMA-000002,26,NA,1996-06-04,NA,1996-06-06,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000003,0.1,NA,1996-07-01,NA,1996-07-03,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000004,0.1,NA,1996-07-03,NA,1996-07-05,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000005,0.4,NA,1996-07-05,NA,1996-07-07,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000006,0.1,NA,1996-07-05,NA,1996-07-07,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000007,0.1,NA,1996-07-05,NA,1996-07-07,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000008,0.2,NA,1996-07-07,NA,1996-07-09,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000009,0.1,NA,1996-07-08,NA,1996-07-09,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000012,0.1,NA,1996-07-09,NA,1996-07-10,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000014,3.8,NA,1996-07-11,NA,1996-07-12,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000015,0.1,NA,1996-07-14,NA,1996-07-16,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000016,0.1,NA,1996-07-15,NA,1996-07-15,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000020,0.1,NA,1996-07-17,NA,1996-07-18,WF,0.1,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000021,103,NA,1996-07-18,NA,1996-07-24,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000022,0.2,NA,1996-07-20,NA,1996-07-22,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000024,0.4,NA,1996-07-24,NA,1996-07-26,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000025,57,NA,1996-07-26,NA,1996-08-03,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000026,120,NA,1996-07-26,NA,1996-07-28,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000027,0.1,NA,1996-07-27,NA,1996-07-28,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000029,0.1,NA,1996-08-01,NA,1996-08-03,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000031,0.1,NA,1996-08-11,NA,1996-08-12,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000032,0.1,NA,1996-08-11,NA,1996-08-12,WF,0.1,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000034,0.1,NA,1996-08-15,NA,1996-08-16,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000035,0.5,NA,1996-08-16,NA,1996-08-17,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000037,0.2,NA,1996-08-21,NA,1996-08-23,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000038,0.8,NA,1996-08-24,NA,1996-08-28,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000040,25,NA,1996-08-27,NA,1996-08-30,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000041,1.5,NA,1996-08-28,NA,1996-08-31,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000043,1.5,NA,1996-09-02,NA,1996-09-06,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORUMA-000044,1,NA,1996-09-13,NA,1996-09-14,WF,0,1996,NA,NA,FALSE,TRUE
1997-ORUMA-000001,190,NA,1997-03-08,NA,1997-03-10,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000002,0.1,NA,1997-06-12,NA,1997-06-14,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000004,0.1,NA,1997-07-03,NA,1997-07-05,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000005,0.1,NA,1997-07-04,NA,1997-07-05,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000006,0.3,NA,1997-07-05,NA,1997-07-07,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000007,0.1,NA,1997-07-07,NA,1997-07-09,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000009,2,NA,1997-07-17,NA,1997-07-19,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000010,3,NA,1997-07-21,NA,1997-07-22,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000014,9,NA,1997-08-05,NA,1997-08-07,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000015,1,NA,1997-08-10,NA,1997-08-11,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000016,2,NA,1997-08-10,NA,1997-08-11,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000018,45,NA,1997-08-12,NA,1997-08-17,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000021,0.1,NA,1997-08-29,NA,1997-08-30,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000022,0.1,NA,1997-09-04,NA,1997-09-05,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000024,0.1,NA,1997-09-13,NA,1997-09-14,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000027,4,NA,1997-10-15,NA,1997-11-01,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORUMA-000028,0.1,NA,1997-10-26,NA,1997-10-27,WF,0,1997,NA,NA,FALSE,TRUE
1998-ORUMA-000002,0.1,NA,1998-06-24,NA,1998-06-25,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000003,0.3,NA,1998-07-17,NA,1998-07-18,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000004,0.1,NA,1998-07-17,NA,1998-07-18,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000006,0.1,NA,1998-07-26,NA,1998-07-27,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000007,0.1,NA,1998-07-28,NA,1998-07-29,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000008,17,NA,1998-08-04,NA,1998-08-05,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000009,24,NA,1998-08-05,NA,1998-08-07,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000010,1,NA,1998-08-06,NA,1998-08-08,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000011,0.1,NA,1998-08-08,NA,1998-08-09,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000012,9,NA,1998-08-10,NA,1998-08-13,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000013,7,NA,1998-08-10,NA,1998-08-13,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000014,0.4,NA,1998-08-10,NA,1998-08-12,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000019,1.5,NA,1998-08-21,NA,1998-08-23,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000020,0.1,NA,1998-08-21,NA,1998-08-22,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000021,0.2,NA,1998-08-23,NA,1998-08-25,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000022,0.1,NA,1998-08-24,NA,1998-08-25,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000023,0.1,NA,1998-08-25,NA,1998-08-26,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000025,110,NA,1998-09-07,NA,1998-09-15,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000026,0.5,NA,1998-09-06,NA,1998-09-08,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000027,3,NA,1998-09-11,NA,1998-09-13,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000028,0.3,NA,1998-09-15,NA,1998-09-19,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000031,0.5,NA,1998-09-29,NA,1998-10-01,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000033,1,NA,1998-10-09,NA,1998-10-11,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000034,0.1,NA,1998-10-11,NA,1998-10-13,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORUMA-000035,0.1,NA,1998-10-22,NA,1998-10-23,WF,0.1,1998,NA,NA,FALSE,TRUE
1999-ORUMA-000001,0.1,NA,1999-05-11,NA,1999-05-12,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000002,0.1,NA,1999-06-02,NA,1999-06-03,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000007,0.2,NA,1999-06-26,NA,1999-06-28,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000008,0.1,NA,1999-06-29,NA,1999-06-29,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000009,0.1,NA,1999-07-03,NA,1999-07-05,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000010,0.1,NA,1999-07-23,NA,1999-07-24,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000012,16,NA,1999-07-30,NA,1999-08-01,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000014,0.2,NA,1999-07-31,NA,1999-07-31,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000015,21,NA,1999-08-02,NA,1999-08-04,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000016,0.1,NA,1999-08-03,NA,1999-08-05,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000018,0.1,NA,1999-08-07,NA,1999-08-08,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000021,12,NA,1999-08-16,NA,1999-08-17,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000022,0.1,NA,1999-08-16,NA,1999-08-18,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000023,1,NA,1999-08-21,NA,1999-08-24,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000024,0.1,NA,1999-08-23,NA,1999-08-24,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000025,9,NA,1999-08-24,NA,1999-08-25,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000026,0.1,NA,1999-09-15,NA,1999-09-16,WF,0.1,1999,NA,NA,FALSE,TRUE
1999-ORUMA-000027,20,NA,1999-09-20,NA,1999-09-22,WF,0,1999,NA,NA,FALSE,TRUE
2000-ORUMA-000002,1,NA,2000-06-07,NA,2000-06-09,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000003,1,NA,2000-06-19,NA,2000-06-19,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000008,4,NA,2000-07-14,NA,2000-07-15,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000013,0.1,NA,2000-07-22,NA,2000-07-24,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000014,0.1,NA,2000-07-24,NA,2000-07-26,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000017,0.5,NA,2000-07-30,NA,2000-08-03,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000019,354,NA,2000-08-11,NA,2000-08-23,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000021,0.1,NA,2000-08-09,NA,2000-08-09,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000022,0.1,NA,2000-08-09,NA,2000-08-10,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000023,0.1,NA,2000-08-11,NA,2000-08-13,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000027,320,NA,2000-08-16,NA,2000-08-17,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000028,0.1,NA,2000-08-16,NA,2000-08-17,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000031,4,NA,2000-08-24,NA,2000-08-25,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000033,0.1,NA,2000-08-24,NA,2000-08-25,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORUMA-000037,0.1,NA,2000-09-15,NA,2000-09-16,WF,0,2000,NA,NA,FALSE,TRUE
2001-ORUMA-000002,0.4,NA,2001-06-20,NA,2001-06-22,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORUMA-000006,3,NA,2001-07-10,NA,2001-07-17,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORUMA-000007,18,NA,2001-07-13,NA,2001-07-14,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORUMA-000011,0.3,NA,2001-07-20,NA,2001-07-20,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORUMA-000012,0.1,NA,2001-07-20,NA,2001-07-21,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORUMA-000014,0.2,NA,2001-07-23,NA,2001-07-24,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORUMA-000016,1.5,NA,2001-07-23,NA,2001-07-25,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORUMA-000018,0.1,NA,2001-08-06,NA,2001-08-07,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORUMA-000024,0.1,NA,2001-08-21,NA,2001-08-21,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORUMA-000025,0.3,NA,2001-08-21,NA,2001-08-22,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORUMA-000038,17,NA,2001-10-16,NA,2001-10-17,WF,0,2001,NA,NA,FALSE,TRUE
2002-ORUMA-000001,1.5,NA,2002-05-02,NA,2002-05-03,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000002,4.5,NA,2002-05-14,NA,2002-05-15,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000006,2,NA,2002-06-19,NA,2002-06-21,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000010,0.5,NA,2002-07-07,NA,2002-07-07,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000012,0.1,NA,2002-07-14,NA,2002-07-14,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000013,160,NA,2002-07-16,NA,2002-07-16,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000014,0.1,NA,2002-07-14,NA,2002-07-14,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000016,42,NA,2002-07-16,NA,2002-07-20,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000023,0.5,NA,2002-08-03,NA,2002-08-04,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000026,0.2,NA,2002-08-12,NA,2002-08-13,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000028,16,NA,2002-08-15,NA,2002-08-22,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000029,0.1,NA,2002-07-19,NA,2002-07-19,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000030,0.1,NA,2002-08-17,NA,2002-08-18,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000031,774,NA,2002-08-22,NA,2002-09-04,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000034,6,NA,2002-08-23,NA,2002-08-28,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000035,0.2,NA,2002-08-28,NA,2002-08-29,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000040,230,NA,2002-09-22,NA,2002-09-22,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000042,0.1,NA,2002-10-07,NA,2002-10-08,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORUMA-000043,3,NA,2002-10-13,NA,2002-10-13,WF,0,2002,NA,NA,FALSE,TRUE
2003-ORUMA-000001,0.4,NA,2003-06-06,NA,2003-06-07,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000003,0.2,NA,2003-07-05,NA,2003-07-05,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000004,3.5,NA,2003-07-09,NA,2003-07-11,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000005,40,NA,2003-08-07,NA,2003-08-16,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000006,3.5,NA,2003-07-09,NA,2003-07-21,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000009,0.5,NA,2003-07-14,NA,2003-07-14,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000010,136,NA,2003-07-17,NA,2003-07-31,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000012,0.5,NA,2003-07-20,NA,2003-07-20,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000013,1,NA,2003-07-28,NA,2003-07-28,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000015,0.1,NA,2003-07-30,NA,2003-07-30,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000017,0.8,NA,2003-08-02,NA,2003-08-05,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000018,1,NA,2003-08-02,NA,2003-08-21,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000020,405,NA,2003-08-06,NA,2003-08-25,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000033,0.1,NA,2003-10-28,NA,2003-10-29,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000034,50,NA,2003-10-29,NA,2003-10-30,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORUMA-000035,763,NA,2003-11-19,NA,2003-12-13,WF,0,2003,NA,NA,FALSE,TRUE
2004-ORUMA-000001,1,NA,2004-03-29,NA,2004-04-02,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORUMA-000002,0.1,NA,2004-06-24,NA,2004-07-02,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORUMA-000003,1,NA,2004-06-28,NA,2004-07-07,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORUMA-000004,0.1,NA,NA,NA,2004-07-17,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORUMA-000005,0.1,NA,2004-07-20,NA,2004-07-21,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORUMA-000007,0.1,NA,2004-07-28,NA,2004-08-04,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORUMA-000008,0.1,NA,2004-08-01,NA,2004-08-04,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORUMA-000010,3,NA,2004-08-13,NA,2004-08-15,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORUMA-000011,0.8,NA,2004-08-13,NA,2004-08-14,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORUMA-000012,0.1,NA,2004-08-30,NA,2004-09-01,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORUMA-000013,10,NA,2004-10-05,NA,2004-10-14,WF,0,2004,NA,NA,FALSE,TRUE
2005-ORUMA-000001,0.1,NA,2005-05-20,NA,2005-05-21,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORUMA-000002,0.1,NA,2005-06-24,NA,2005-06-26,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORUMA-000003,0.2,NA,2005-07-02,NA,2005-07-06,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORUMA-000004,25,NA,2005-07-05,NA,2005-07-09,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORUMA-000005,0.1,NA,2005-07-06,NA,2005-07-07,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORUMA-000006,0.8,NA,2005-07-25,NA,2005-07-27,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORUMA-000007,371,NA,2005-07-27,NA,2005-08-03,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORUMA-000008,0.1,NA,2005-07-28,NA,2005-07-31,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORUMA-000011,0.1,NA,2005-07-31,NA,2005-08-02,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORUMA-000012,0.1,NA,2005-08-01,NA,2005-08-02,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORUMA-000018,0.2,NA,2005-09-08,NA,2005-09-10,WF,0,2005,NA,NA,FALSE,TRUE
2006-ORUMA-000001,0.1,NA,2006-04-29,NA,2006-04-30,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000002,0.1,NA,2006-05-14,NA,2006-05-14,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000003,0.1,NA,2006-06-18,NA,2006-06-18,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000005,16.9,NA,2006-06-22,NA,2006-06-23,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000007,2.3,NA,2006-06-26,NA,2006-06-27,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000010,0.1,NA,2006-07-06,NA,2006-07-08,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000012,0.1,NA,2006-07-12,NA,2006-07-13,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000015,88.7,NA,2006-07-28,NA,2006-07-28,WF,84.7,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000017,0.1,NA,2006-08-05,NA,2006-08-06,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000020,0.1,NA,2006-08-26,NA,2006-08-27,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000021,0.1,NA,2006-09-07,NA,2006-09-24,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000023,0.8,NA,2006-10-05,NA,2006-10-07,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORUMA-000024,1,NA,2006-10-17,NA,2006-10-18,WF,0,2006,NA,NA,FALSE,TRUE
2007-ORUMA-000002,0.1,NA,2007-06-12,NA,2007-06-12,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000003,4,NA,2007-06-15,NA,2007-06-16,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000006,0.1,NA,2007-07-02,NA,2007-07-03,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000008,0.1,NA,2007-07-08,NA,2007-07-09,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000011,0.1,NA,2007-07-18,NA,2007-07-18,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000015,0.1,NA,2007-07-26,NA,2007-07-26,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000016,0.3,NA,2007-07-31,NA,2007-07-31,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000017,0.1,NA,2007-07-31,NA,2007-08-01,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000018,0.1,NA,2007-08-10,NA,2007-08-11,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000019,0.1,NA,2007-08-11,NA,2007-08-11,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000020,0.1,NA,2007-08-23,NA,2007-08-24,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000022,1,NA,2007-08-29,NA,2007-08-30,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000025,4,NA,2007-09-21,NA,2007-09-21,WF,0,2007,NA,NA,FALSE,TRUE
2007-ORUMA-000029,0.1,NA,2007-10-25,NA,2007-10-26,WF,0,2007,NA,NA,FALSE,TRUE
2008-ORUMA-000001,0.1,NA,2008-06-03,NA,2008-06-03,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000002,0.2,NA,2008-06-13,NA,2008-06-14,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000003,0.1,NA,2008-06-28,NA,2008-06-29,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000005,0.1,NA,2008-07-01,NA,2008-07-01,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000007,0.1,NA,2008-07-04,NA,2008-07-04,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000008,0.1,NA,2008-07-13,NA,2008-07-14,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000009,0.1,NA,2008-07-19,NA,2008-07-20,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000010,0.1,NA,2008-07-27,NA,2008-07-28,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000011,103.6,NA,2008-08-07,NA,2008-08-08,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000012,39.9,NA,2008-08-07,NA,2008-08-08,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000013,0.1,NA,2008-08-07,NA,2008-08-08,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000015,296.9,NA,2008-08-13,NA,2008-10-21,WF,70.3,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000017,0.1,NA,2008-08-09,NA,2008-08-09,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000018,2,NA,2008-09-14,NA,2008-09-16,WF,0,2008,NA,NA,FALSE,TRUE
2008-ORUMA-000019,13.5,NA,2008-09-15,NA,2008-09-19,WF,0,2008,NA,NA,FALSE,TRUE
2009-ORUMA-000002,9.5,NA,2009-06-03,NA,2009-06-09,WF,9.5,2009,NA,NA,FALSE,TRUE
2009-ORUMA-000003,1,NA,2009-06-04,NA,2009-06-06,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORUMA-000004,40,NA,2009-06-05,NA,2009-06-09,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORUMA-000005,0.1,NA,2009-07-16,NA,2009-07-17,WF,0,2009,NA,NA,FALSE,TRUE
